t_over_T,y1_case_0,y2_case_0,y1_case_1,y2_case_1,y1_case_2,y2_case_2
0.1095,0.7725119636778645,0.7725119636778645,0.7725119636778645,-0.6350002094287605,0.7725119636778645,-0.7725119636778647
0.111,0.7664930068093498,0.7664930068093498,0.7664930068093498,-0.6422526531765844,0.7664930068093498,-0.7664930068093498
0.1125,0.7604059656000309,0.7604059656000309,0.7604059656000309,-0.6494480483301835,0.7604059656000309,-0.760405965600031
0.114,0.7542513807361038,0.7542513807361038,0.7542513807361038,-0.6565857557529563,0.7542513807361038,-0.754251380736104
0.1155,0.7480297989033825,0.7480297989033825,0.7480297989033825,-0.6636651414324586,0.7480297989033825,-0.7480297989033825
0.117,0.7417417727387392,0.7417417727387392,0.7417417727387392,-0.67068557653672,0.7417417727387392,-0.7417417727387393
0.11850000000000001,0.7353878607810158,0.7353878607810158,0.7353878607810158,-0.6776464374701021,0.7353878607810158,-0.735387860781016
0.12,0.7289686274214116,0.7289686274214116,0.7289686274214116,-0.6845471059286887,0.7289686274214116,-0.7289686274214116
0.1215,0.7224846428533498,0.7224846428533498,0.7224846428533498,-0.6913869689552063,0.7224846428533498,-0.7224846428533499
0.123,0.7159364830218312,0.7159364830218312,0.7159364830218312,-0.6981654189934725,0.7159364830218312,-0.7159364830218313
